4.508717838465425302e+03,4.814358856632553398e+03,4.634871681534407799e+03,4.230256306813159426e+03,4.458461429437944389e+03,4.720512705081237982e+03,4.749230653096939932e+03,4.326666560865877727e+03,4.701025526070581691e+03,4.250256306324095931e+03
4.511794761467108401e+03,4.812307574631433454e+03,4.645640912040296826e+03,4.217435794306149546e+03,4.459487070438506635e+03,4.726153730584321238e+03,4.751794755598344636e+03,4.326666560865877727e+03,4.702051167071143027e+03,4.246153742321853315e+03
4.505640915463742203e+03,4.811281933630871208e+03,4.636922963535529561e+03,4.214871691804745751e+03,4.459487070438506635e+03,4.721538346081798409e+03,4.748717832596660628e+03,4.323076817363913506e+03,4.703076808071704363e+03,4.244102460320729733e+03
4.503589633462621350e+03,4.814358856632553398e+03,4.636410143035248439e+03,4.234358870815402042e+03,4.455897326936542413e+03,4.714871679578152907e+03,4.748717832596660628e+03,4.324615278864755055e+03,4.702563987571423240e+03,4.247179383322412832e+03
4.508205017965145089e+03,4.817948600134516710e+03,4.645640912040296826e+03,4.250769126824377963e+03,4.454871685935981986e+03,4.714871679578152907e+03,4.751794755598344636e+03,4.328717842867001309e+03,4.701025526070581691e+03,4.244615280821010856e+03
4.513333222967948132e+03,4.811281933630871208e+03,4.644102450539455276e+03,4.237435793817085141e+03,4.455897326936542413e+03,4.716922961579274670e+03,4.751281935098061695e+03,4.325640919865318210e+03,4.699999885070020355e+03,4.239487075818207813e+03
4.514358863968510377e+03,4.802563985126105763e+03,4.643076809538896669e+03,4.215384512305027783e+03,4.458461429437944389e+03,4.720512705081237982e+03,4.749230653096939932e+03,4.323589637864194628e+03,4.701538346570861904e+03,4.241025537319048453e+03
4.511794761467108401e+03,4.809743472130031478e+03,4.639999886537213570e+03,4.217435794306149546e+03,4.456922967937104659e+03,4.721025525581517286e+03,4.749743473597222874e+03,4.326666560865877727e+03,4.702051167071143027e+03,4.246666562822131709e+03
4.513846043468231073e+03,4.817948600134516710e+03,4.638974245536651324e+03,4.234358870815402042e+03,4.451794762934297978e+03,4.711794756576471627e+03,4.748717832596660628e+03,4.324102458364476661e+03,4.698461423569181534e+03,4.246666562822131709e+03
4.513333222967948132e+03,4.813333215631992061e+03,4.647179373541139284e+03,4.235897332316242682e+03,4.452820403934861133e+03,4.709230654075069651e+03,4.747179371095819079e+03,4.317948612361112282e+03,4.694871680067216403e+03,4.245128101321291069e+03
4.508717838465425302e+03,4.813333215631992061e+03,4.644102450539455276e+03,4.231794768314000066e+03,4.457435788437383053e+03,4.717948602579835097e+03,4.748205012096380415e+03,4.319487073861952013e+03,4.695897321067776829e+03,4.247179383322412832e+03
4.504102453962900654e+03,4.818461420634796923e+03,4.632307579033005823e+03,4.233333229814841616e+03,4.457435788437383053e+03,4.722563987082361564e+03,4.749230653096939932e+03,4.325640919865318210e+03,4.699487064569741051e+03,4.247692203822693955e+03
4.506666556464304449e+03,4.815897318133395856e+03,4.634871681534407799e+03,4.232307588814281189e+03,4.457948608937663266e+03,4.717435782079553974e+03,4.751281935098061695e+03,4.327179381366157941e+03,4.703076808071704363e+03,4.247179383322412832e+03
4.518974248471034116e+03,4.810256292630310782e+03,4.648205014541698802e+03,4.230256306813159426e+03,4.456922967937104659e+03,4.712820397577030235e+03,4.751794755598344636e+03,4.328205022366720186e+03,4.702563987571423240e+03,4.245640921821570373e+03
4.519999889471594543e+03,4.812307574631433454e+03,4.653333219544503663e+03,4.231794768314000066e+03,4.451281942434017765e+03,4.713333218077311358e+03,4.749743473597222874e+03,4.327179381366157941e+03,4.700512705570300568e+03,4.245640921821570373e+03
4.507179376964585572e+03,4.821538343636480022e+03,4.650256296542821474e+03,4.234871691315683165e+03,4.455384506436262200e+03,4.719999884580957769e+03,4.747179371095819079e+03,4.317435791860832069e+03,4.702563987571423240e+03,4.249743485823814808e+03
4.505128094963463809e+03,4.824615266638160392e+03,4.642563989038614636e+03,4.237948614317364445e+03,4.464102454941030373e+03,4.724615269083481508e+03,4.745640909594977529e+03,4.310769125357184748e+03,4.703076808071704363e+03,4.248717844823253472e+03
4.507179376964585572e+03,4.813846036132273184e+03,4.631281938032444486e+03,4.228205024812037664e+03,4.452820403934861133e+03,4.713333218077311358e+03,4.740512704592173577e+03,4.308205022855782772e+03,4.694358859566935280e+03,4.237435793817085141e+03
4.496410146458696545e+03,4.805640908127787043e+03,4.621025528026837492e+03,4.212307589303344685e+03,4.439999891427850343e+03,4.699487064569741051e+03,4.733846038088528076e+03,4.300512715351576844e+03,4.687179372563010475e+03,4.228205024812037664e+03
4.494358864457573873e+03,4.809743472130031478e+03,4.618461425525433697e+03,4.209743486801941799e+03,4.442563993929252320e+03,4.703589628571982757e+03,4.732307576587687436e+03,4.297948612850174868e+03,4.691281936565254910e+03,4.230769127313439640e+03
4.502051171961779801e+03,4.812820395131712758e+03,4.624615271528799894e+03,4.216922973805870242e+03,4.447179378431775149e+03,4.718461423080116219e+03,4.738974243091332937e+03,4.308717843356062986e+03,4.695897321067776829e+03,4.234358870815402042e+03
4.499487069460378734e+03,4.813333215631992061e+03,4.628205015030761388e+03,4.219999896807551522e+03,4.451794762934297978e+03,4.719999884580957769e+03,4.740512704592173577e+03,4.312820407358306511e+03,4.695897321067776829e+03,4.233846050315121829e+03
4.501025530961218465e+03,4.814871677132835430e+03,4.629230656031324543e+03,4.223076819809233712e+03,4.453846044935421560e+03,4.712307577076751841e+03,4.736410140589932780e+03,4.310769125357184748e+03,4.698461423569181534e+03,4.234871691315683165e+03
4.507692197464864876e+03,4.815384497633113824e+03,4.632820399533286036e+03,4.223076819809233712e+03,4.450769121933737551e+03,4.713846038577593390e+03,4.736410140589932780e+03,4.314358868859147151e+03,4.701025526070581691e+03,4.231794768314000066e+03
4.506153735964023326e+03,4.815897318133395856e+03,4.636410143035248439e+03,4.219999896807551522e+03,4.452820403934861133e+03,4.716922961579274670e+03,4.737435781590490478e+03,4.312820407358306511e+03,4.703076808071704363e+03,4.229230665812599000e+03
4.508717838465425302e+03,4.816410138633675160e+03,4.637948604536091807e+03,4.229230665812599000e+03,4.458974249938226421e+03,4.718974243580396433e+03,4.741538345592735823e+03,4.313846048358866028e+03,4.704615269572543184e+03,4.237435793817085141e+03
4.509743479465986638e+03,4.815384497633113824e+03,4.631794758532726519e+03,4.228205024812037664e+03,4.454358865435701773e+03,4.717948602579835097e+03,4.744615268594417103e+03,4.318461432861391586e+03,4.697948603068900411e+03,4.243076819320169307e+03
4.498461428459817398e+03,4.813333215631992061e+03,4.625128092029080108e+03,4.213846050804184415e+03,4.446153737431214722e+03,4.707692192574226283e+03,4.738461422591051814e+03,4.313333227858585815e+03,4.693333218566374853e+03,4.237435793817085141e+03
4.498974248960097611e+03,4.812820395131712758e+03,4.628205015030761388e+03,4.219999896807551522e+03,4.448717839932616698e+03,4.706153731073385643e+03,4.734871679089089412e+03,4.308717843356062986e+03,4.699999885070020355e+03,4.235897332316242682e+03
4.509743479465986638e+03,4.813333215631992061e+03,4.631794758532726519e+03,4.234871691315683165e+03,4.452307583434580010e+03,4.718974243580396433e+03,4.739999884091892454e+03,4.313846048358866028e+03,4.699999885070020355e+03,4.243589639820450429e+03
4.509230658965706425e+03,4.813333215631992061e+03,4.629743476531602937e+03,4.230769127313439640e+03,4.448205019432337394e+03,4.716410141078994457e+03,4.738461422591051814e+03,4.312820407358306511e+03,4.690769116064972877e+03,4.241025537319048453e+03
4.499487069460378734e+03,4.815897318133395856e+03,4.625640912529359412e+03,4.219999896807551522e+03,4.445640916930935418e+03,4.704102449072265699e+03,4.731794756087407222e+03,4.305640920354379887e+03,4.693333218566374853e+03,4.232307588814281189e+03
4.498461428459817398e+03,4.819487061635359169e+03,4.624615271528799894e+03,4.217435794306149546e+03,4.453846044935421560e+03,4.710256295075629168e+03,4.734871679089089412e+03,4.305640920354379887e+03,4.699487064569741051e+03,4.232820409314561402e+03
4.503589633462621350e+03,4.818461420634796923e+03,4.626666553529921657e+03,4.214871691804745751e+03,4.459999890938785029e+03,4.718974243580396433e+03,4.740512704592173577e+03,4.311281945857464962e+03,4.696410141568057043e+03,4.238461434817645568e+03
4.506666556464304449e+03,4.812307574631433454e+03,4.633333220033567159e+03,4.225128101810355474e+03,4.450256301433458248e+03,4.715897320578712424e+03,4.746666550595537956e+03,4.317435791860832069e+03,4.693846039066656886e+03,4.242051178319609789e+03
4.509230658965706425e+03,4.811794754131152331e+03,4.642051168538335332e+03,4.242051178319609789e+03,4.443076814429532533e+03,4.715897320578712424e+03,4.746666550595537956e+03,4.320512714862512439e+03,4.695897321067776829e+03,4.245640921821570373e+03
