4.491281941455891683e+03,4.402563994907379310e+03,4.492820402956732323e+03,3.992307594683046318e+03,3.868717854115464888e+03,4.411794763912425879e+03,4.374358867391956665e+03,4.027179388702113101e+03,4.326153740365597514e+03,3.750256318550688775e+03
4.492307582456451200e+03,4.397948610404856481e+03,4.488717838954489707e+03,3.974358877173231576e+03,3.852307598106493060e+03,4.405640917909061500e+03,4.367692200888311163e+03,4.028717850202956470e+03,4.327692201866438154e+03,3.735384524042557132e+03
4.492307582456451200e+03,4.397435789904576268e+03,4.484102454451966878e+03,3.973333236172670695e+03,3.847179393103687744e+03,4.396410148904014022e+03,4.359999893384102506e+03,4.017948619697066079e+03,4.323589637864194628e+03,3.732820421541154701e+03
4.491794761956172806e+03,4.394871687403172473e+03,4.477948608448600680e+03,3.977435800174912401e+03,3.850256316105369024e+03,4.391794764401490283e+03,4.355384508881580587e+03,4.001538363688092431e+03,4.309230663856342289e+03,3.734871703542276919e+03
4.493333223457013446e+03,4.396922969404295145e+03,4.474871685446919400e+03,3.965640928668463857e+03,3.849230675104809052e+03,4.396922969404295145e+03,4.357948611382983472e+03,4.005128107190055744e+03,4.306153740854661010e+03,3.729230678039192298e+03
4.494358864457573873e+03,4.394871687403172473e+03,4.475384505947200523e+03,3.957435800663977261e+03,3.843076829101445128e+03,4.399999892405977334e+03,4.360512713884384539e+03,4.021025542698749177e+03,4.318974253361671799e+03,3.730769139540032938e+03
4.494871684957854995e+03,4.383076815896723019e+03,4.471794762445235392e+03,3.963589646667343459e+03,3.834871701096956713e+03,4.387179379898966545e+03,4.347692201377375568e+03,4.017435799196785865e+03,4.321025535362793562e+03,3.728205037038631417e+03
4.491794761956172806e+03,4.378461431394199280e+03,4.462051172939908611e+03,3.957435800663977261e+03,3.830256316594433883e+03,4.376410149393079337e+03,4.334871688870362959e+03,4.001538363688092431e+03,4.307692202355504378e+03,3.704615294025732055e+03
4.487692197953929281e+03,4.384102456897285265e+03,4.456922967937104659e+03,3.940512724154723401e+03,3.828205034593312121e+03,4.379999892895039920e+03,4.337435791371767664e+03,3.999999902187252246e+03,4.306153740854661010e+03,3.690256320017879716e+03
4.489230659454770830e+03,4.383076815896723019e+03,4.462051172939908611e+03,3.939487083154164338e+03,3.819487086088544856e+03,4.380512713395320134e+03,4.340512714373448944e+03,4.006666568690895929e+03,4.311794766357745175e+03,3.701538371024050775e+03
4.492307582456451200e+03,4.380512713395320134e+03,4.465128095941589891e+03,3.945128108657248049e+03,3.811281958084058260e+03,4.373333226391394419e+03,4.334358868370083655e+03,4.004615286689776440e+03,4.302051176852417484e+03,3.706666576026853363e+03
4.491281941455891683e+03,4.383589636397004142e+03,4.461025531939347275e+03,3.941025544655004524e+03,3.816410163086863577e+03,4.370256303389712230e+03,4.333333227369523229e+03,4.004102466189495317e+03,4.299487074351015508e+03,3.704102473525451842e+03
4.492307582456451200e+03,4.380512713395320134e+03,4.460512711439066152e+03,3.934871698651638326e+03,3.817435804087424458e+03,4.369743482889432926e+03,4.335384509370644992e+03,4.003589645689215558e+03,4.311281945857464962e+03,3.701538371024050775e+03
